sourceTaxonId	sourceTaxonName	interactionTypeId	interactionTypeName	targetTaxonId	targetTaxonName	targetNote	localityId	localityName	decimalLatitude	decimalLongitude	observationDateTime	referenceSource	referenceDoi	referenceCitation
EOL:328629	Phoca vitulina	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5797632	Puget Sound (Hood Canal), Washington			2001	Lance M. M. and Jeffries S. J. (2009). Harbor seal diet in Hood Canal south Puget Sound and the San Juan Island archipelago. WDFW Wildlife Program Science Division.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328629	Phoca vitulina	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5332921	Mad river, California			2001	Scordino J. (2010). West coast pinniped program investigations on California sea lion and Pacific Harbor seal impacts on salmonids and other fishery resources. Pacific States Marine Fisheries Commission.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328629	Phoca vitulina	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5797632	Puget Sound (Hood Canal), Washington			2001	Scordino J. (2010). West coast pinniped program investigations on California sea lion and Pacific Harbor seal impacts on salmonids and other fishery resources. Pacific States Marine Fisheries Commission.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328629	Phoca vitulina	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5332921	Smith river, California			2001	Scordino J. (2010). West coast pinniped program investigations on California sea lion and Pacific Harbor seal impacts on salmonids and other fishery resources. Pacific States Marine Fisheries Commission.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328617	Eumetopias jubatus	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5844680	Benjamin Island, Alaska			2001	Womble J. N. and Sigler M. F. (2006). Seasonal availability of abundant energy-rich prey influences the abundance and diet of a marine predator the Steller sea lion Eumetopias jubatus. Marine Ecology Progress Series 325 281-293.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328617	Eumetopias jubatus	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5844680	Benjamin Island, Alaska			2001	Womble J. N. and Sigler M. F. (2006). Seasonal availability of abundant energy-rich prey influences the abundance and diet of a marine predator the Steller sea lion Eumetopias jubatus. Marine Ecology Progress Series 325 281-293.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328617	Eumetopias jubatus	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5844680	Benjamin Island, Alaska			2001	Womble J. N. and Sigler M. F. (2006). Seasonal availability of abundant energy-rich prey influences the abundance and diet of a marine predator the Steller sea lion Eumetopias jubatus. Marine Ecology Progress Series 325 281-293.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328617	Eumetopias jubatus	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5844680	Benjamin Island, Alaska			2001	Womble J. N. and Sigler M. F. (2006). Seasonal availability of abundant energy-rich prey influences the abundance and diet of a marine predator the Steller sea lion Eumetopias jubatus. Marine Ecology Progress Series 325 281-293.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328617	Eumetopias jubatus	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5844680	Benjamin Island, Alaska			2001	Womble J. N. and Sigler M. F. (2006). Seasonal availability of abundant energy-rich prey influences the abundance and diet of a marine predator the Steller sea lion Eumetopias jubatus. Marine Ecology Progress Series 325 281-293.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328629	Phoca vitulina	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5711125	Alsea Bay (estuary), Oregon			2002	Scordino J. (2010). West coast pinniped program investigations on California sea lion and Pacific Harbor seal impacts on salmonids and other fishery resources. Pacific States Marine Fisheries Commission.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328617	Eumetopias jubatus	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5844680	Benjamin Island, Alaska			2002	Womble J. N. and Sigler M. F. (2006). Seasonal availability of abundant energy-rich prey influences the abundance and diet of a marine predator the Steller sea lion Eumetopias jubatus. Marine Ecology Progress Series 325 281-293.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328617	Eumetopias jubatus	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5844680	Benjamin Island, Alaska			2002	Womble J. N. and Sigler M. F. (2006). Seasonal availability of abundant energy-rich prey influences the abundance and diet of a marine predator the Steller sea lion Eumetopias jubatus. Marine Ecology Progress Series 325 281-293.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328617	Eumetopias jubatus	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5844680	Benjamin Island, Alaska			2002	Womble J. N. and Sigler M. F. (2006). Seasonal availability of abundant energy-rich prey influences the abundance and diet of a marine predator the Steller sea lion Eumetopias jubatus. Marine Ecology Progress Series 325 281-293.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328617	Eumetopias jubatus	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5844680	Benjamin Island, Alaska			2002	Womble J. N. and Sigler M. F. (2006). Seasonal availability of abundant energy-rich prey influences the abundance and diet of a marine predator the Steller sea lion Eumetopias jubatus. Marine Ecology Progress Series 325 281-293.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328617	Eumetopias jubatus	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5844680	Benjamin Island, Alaska			2002	Womble J. N. and Sigler M. F. (2006). Seasonal availability of abundant energy-rich prey influences the abundance and diet of a marine predator the Steller sea lion Eumetopias jubatus. Marine Ecology Progress Series 325 281-293.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328629	Phoca vitulina	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5744337	Central coast (Alsea river estuary), Oregon			2002	Wright B. E. Riemer S. D. Brown R. F. Ougzin A. M. and Bucklin K. A. (2007). Assessment of harbor seal predation on adult salmonids in a Pacific Northwest estuary. Ecological Applications 17(2) 338-351.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328629	Phoca vitulina	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5797632	Puget Sound (Hood Canal), Washington			2003	Lance M. M. and Jeffries S. J. (2009). Harbor seal diet in Hood Canal south Puget Sound and the San Juan Island archipelago. WDFW Wildlife Program Science Division.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328629	Phoca vitulina	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5742550	Nehalem Bay, Oregon			2003	Scordino J. (2010). West coast pinniped program investigations on California sea lion and Pacific Harbor seal impacts on salmonids and other fishery resources. Pacific States Marine Fisheries Commission.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328629	Phoca vitulina	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5797632	Puget Sound (Hood Canal), Washington			2003	Scordino J. (2010). West coast pinniped program investigations on California sea lion and Pacific Harbor seal impacts on salmonids and other fishery resources. Pacific States Marine Fisheries Commission.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328617	Eumetopias jubatus	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5844680	Benjamin Island, Alaska			2003	Womble J. N. and Sigler M. F. (2006). Seasonal availability of abundant energy-rich prey influences the abundance and diet of a marine predator the Steller sea lion Eumetopias jubatus. Marine Ecology Progress Series 325 281-293.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328617	Eumetopias jubatus	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5844680	Benjamin Island, Alaska			2003	Womble J. N. and Sigler M. F. (2006). Seasonal availability of abundant energy-rich prey influences the abundance and diet of a marine predator the Steller sea lion Eumetopias jubatus. Marine Ecology Progress Series 325 281-293.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328617	Eumetopias jubatus	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5844680	Benjamin Island, Alaska			2003	Womble J. N. and Sigler M. F. (2006). Seasonal availability of abundant energy-rich prey influences the abundance and diet of a marine predator the Steller sea lion Eumetopias jubatus. Marine Ecology Progress Series 325 281-293.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328617	Eumetopias jubatus	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5844680	Benjamin Island, Alaska			2003	Womble J. N. and Sigler M. F. (2006). Seasonal availability of abundant energy-rich prey influences the abundance and diet of a marine predator the Steller sea lion Eumetopias jubatus. Marine Ecology Progress Series 325 281-293.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328617	Eumetopias jubatus	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5844680	Benjamin Island, Alaska			2003	Womble J. N. and Sigler M. F. (2006). Seasonal availability of abundant energy-rich prey influences the abundance and diet of a marine predator the Steller sea lion Eumetopias jubatus. Marine Ecology Progress Series 325 281-293.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328629	Phoca vitulina	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5797632	Puget Sound (Hood Canal), Washington			2004	Lance M. M. and Jeffries S. J. (2009). Harbor seal diet in Hood Canal south Puget Sound and the San Juan Island archipelago. WDFW Wildlife Program Science Division.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328629	Phoca vitulina	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5807517	South Puget Sound, Washington			2004	Lance M. M. and Jeffries S. J. (2009). Harbor seal diet in Hood Canal south Puget Sound and the San Juan Island archipelago. WDFW Wildlife Program Science Division.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328629	Phoca vitulina	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5797632	Puget Sound (Hood Canal), Washington			2004	Scordino J. (2010). West coast pinniped program investigations on California sea lion and Pacific Harbor seal impacts on salmonids and other fishery resources. Pacific States Marine Fisheries Commission.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328617	Eumetopias jubatus	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5844680	Benjamin Island, Alaska			2004	Womble J. N. and Sigler M. F. (2006). Seasonal availability of abundant energy-rich prey influences the abundance and diet of a marine predator the Steller sea lion Eumetopias jubatus. Marine Ecology Progress Series 325 281-293.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328617	Eumetopias jubatus	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5844680	Benjamin Island, Alaska			2004	Womble J. N. and Sigler M. F. (2006). Seasonal availability of abundant energy-rich prey influences the abundance and diet of a marine predator the Steller sea lion Eumetopias jubatus. Marine Ecology Progress Series 325 281-293.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328617	Eumetopias jubatus	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5844680	Benjamin Island, Alaska			2004	Womble J. N. and Sigler M. F. (2006). Seasonal availability of abundant energy-rich prey influences the abundance and diet of a marine predator the Steller sea lion Eumetopias jubatus. Marine Ecology Progress Series 325 281-293.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328629	Phoca vitulina	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5797632	Puget Sound (Hood Canal), Washington			2005	Lance M. M. and Jeffries S. J. (2009). Harbor seal diet in Hood Canal south Puget Sound and the San Juan Island archipelago. WDFW Wildlife Program Science Division.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328629	Phoca vitulina	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5797632	Puget Sound (Hood Canal), Washington			2005	Lance M. M. and Jeffries S. J. (2009). Harbor seal diet in Hood Canal south Puget Sound and the San Juan Island archipelago. WDFW Wildlife Program Science Division.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328629	Phoca vitulina	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5797632	Puget Sound (Hood Canal), Washington			2005	Scordino J. (2010). West coast pinniped program investigations on California sea lion and Pacific Harbor seal impacts on salmonids and other fishery resources. Pacific States Marine Fisheries Commission.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328629	Phoca vitulina	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5797632	Puget Sound (Hood Canal), Washington			2005	Scordino J. (2010). West coast pinniped program investigations on California sea lion and Pacific Harbor seal impacts on salmonids and other fishery resources. Pacific States Marine Fisheries Commission.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328629	Phoca vitulina	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5792741	Salish Sea (Drayton Harbor), Washington			2006	Luxa K. and Acevedo-Gutiérrez A. (2013). Food habits of harbor seals (Phoca vitulina) in two estuaries in the central Salish Sea. Aquatic Mammals 39(1) 10-22.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328629	Phoca vitulina	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5792741	Salish Sea (Drayton Harbor), Washington			2006	Luxa K. and Acevedo-Gutiérrez A. (2013). Food habits of harbor seals (Phoca vitulina) in two estuaries in the central Salish Sea. Aquatic Mammals 39(1) 10-22.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328629	Phoca vitulina	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5815135	Salish Sea (Padilla Bay), Washington			2006	Luxa K. and Acevedo-Gutiérrez A. (2013). Food habits of harbor seals (Phoca vitulina) in two estuaries in the central Salish Sea. Aquatic Mammals 39(1) 10-22.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328615	Zalophus californianus	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5715167	Columbia River (Bonneville Dam), Oregon			2006	Scordino J. (2010). West coast pinniped program investigations on California sea lion and Pacific Harbor seal impacts on salmonids and other fishery resources. Pacific States Marine Fisheries Commission.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328615	Zalophus californianus	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	feeding event	GEONAMES:5715167	Columbia River (Bonneville Dam), Oregon			2008	U.S. Army Corps of Engineers. STATUS REPORT: PINNIPED PREDATION AND DETERRENT ACTIVITIES 2008. Cascade Locks OR. U.S. Army Corps of Engineers. Portland District Fisheries Field Unit Bonneville Lock and Dam. Web. 5 June 2015.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328617	Eumetopias jubatus	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	feeding event	GEONAMES:5715167	Columbia River (Bonneville Dam), Oregon			2008	U.S. Army Corps of Engineers. STATUS REPORT: PINNIPED PREDATION AND DETERRENT ACTIVITIES 2008. Cascade Locks OR. U.S. Army Corps of Engineers. Portland District Fisheries Field Unit Bonneville Lock and Dam. Web. 5 June 2015.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328629	Phoca vitulina	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5815135	Salish Sea (Protection Island), Washington			2009	Thomas A. C. Lance M. M. Jeffries S. J. Miner B. G. and Acevedo-Gutiérrez A. (2011). Harbor seal foraging response to a seasonal resource pulse spawning Pacific herring. Marine Ecology Progress Series 441 225-239.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328629	Phoca vitulina	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	scat sample	GEONAMES:5815135	Salish Sea (Protection Island), Washington			2009	Thomas A. C. Lance M. M. Jeffries S. J. Miner B. G. and Acevedo-Gutiérrez A. (2011). Harbor seal foraging response to a seasonal resource pulse spawning Pacific herring. Marine Ecology Progress Series 441 225-239.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
EOL:328615	Zalophus californianus	RO:0002470	eats	EOL:205252	Oncorhynchus tshawytscha	feeding event	GEONAMES:5715167	Columbia River (Bonneville Dam), Oregon			2009	U.S. Army Corps of Engineers. STATUS REPORT: PINNIPED PREDATION AND DETERRENT ACTIVITIES 2009. Cascade Locks OR. U.S. Army Corps of Engineers. Portland District Fisheries Field Unit Bonneville Lock and Dam. Web. 5 June 2015.	http://dx.doi.org/10.1016/j.ecoinf.2016.04.010	Adams, J., Kaplan, I.C., Chasco, B., Marshall, K.N., Acevedo-Gutiérrez, A. and Ward, E.J., 2016. A century of Chinook salmon consumption by marine mammal predators in the Northeast Pacific Ocean. Ecological Informatics, 34, pp.44-51.
